TUTORIAL_1
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
TUTORIAL_2
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
EASY_GOING
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
PARTS_OF_LAND
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
TENTACLE_BATH
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
LITTLE_SHALLOW
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
BIG_RACE
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
LOW-FLYING
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
MULTI_BUMP
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
MOCCASIN
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
BEFORE_THREE
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
SMOIDWORLD
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
TWO_PATHS
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
IRON_CAVE
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
TWIST
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
DOUBLE_JUMP
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
TENTACLE_BASE
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
HV-ARENA
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
NONE 599.000000
