PLAY KAPL/KPLAY.md3 3.0 0.0
VYSE KAPL/KVYSE.md3 3.0 0.0
SAKURA KAPL/KSAKURA.md3 3.0 0.0
DOOMGUY KAPL/KDOOM.md3 3.0 0.0
DOOM KAPL/KDOOM.md3 3.0 0.0
CHAOS KAPL/KCHAOS.md3 3.0 0.0
ULALA KAPL/KULALA.md3 3.0 0.0
RAY KAPL/KRAY.md3 3.0 0.0
KIRYU KAPL/KKIRYU.md3 3.0 0.0
BEAT KAPL/KBEAT.md3 3.0 0.0
NIGHTS KAPL/KNIGHTS.md3 3.0 0.0
CHEZ KAOB/CHEZ.md3 3.0 0.0
CREAM KAPL/KCREAM.md3 3.0 0.0
FROG KAOB/FROG.md3 3.0 0.0
CHOM KAOB/CHOM.md3 3.0 0.0
BBRA KAOB/BBRA.md3 3.0 0.0
CBRA KAOB/CBRA.md3 3.0 0.0
BUZB KAOB/BUZB.md3 3.0 0.0
BLON KAOB/BLON.md3 3.0 0.0
ARLE KAPL/KARLE.md3 3.0 0.0
MIKU KAPL/KMIKU.md3 3.0 0.0
AIAI KAPL/KAIAI.md3 3.0 0.0
FLICKY KAPL/KFLICKY.md3 3.0 0.0
MOTOBUG KAPL/KMOTO.md3 3.0 0.0
AIGIS KAPL/KAIGIS.md3 3.0 0.0
AMY KAPL/KAMY.md3 3.0 0.0
ARCH ENMY/ARCH.md3 1.0 0.0
ARMA OBJE/MAGN.md3 3.0 0.0
ARMB OBJE/SOBB.md3 3.0 0.0
ARMF OBJE/SOBB.md3 3.0 0.0
ASPK KAOB/ASPK.md3 3.0 0.0
BANA KAOB/BANA.md3 3.0 0.0
BBUZ ENMY/BBUZ.md3 3.0 0.0
BFRT KAOB/BFRT.md3 3.0 0.0
BHOG KAOB/BHOG.md3 3.0 0.0
BKTV OBJE/BKTV.md3 1.5 0.0
BLAZE KAPL/KBLAZE.md3 3.0 0.0
BLEC ENMY/BLEC.md3 2.8 0.0
BLTV OBJE/BLTV.md3 1.5 0.0
BMCE OBJE/BMCE.md3 3.0 0.0
BMNE ENMY/BMNE.md3 3.0 0.0
BMSL OBJE/BMSL.md3 3.0 0.0
BOMB KAOB/BOMB.md3 3.0 0.0
BOST KAOB/BOST.md3 3.0 0.0
BOWH KAOB/BPIN.md3 3.0 0.0
BOWL KAOB/BPIN.md3 3.0 0.0
BRBX OBJE/BRBX.md3 1.5 0.0
BRNG KAOB/BRNG.md3 3.0 0.0
BRRL KAOB/BRRL.md3 3.0 0.0
BRRR KAOB/BRRR.md3 3.0 0.0
BSPR OBJE/BSPR.md3 2.7 0.0
BUBR OBJE/SHED.md3 3.0 0.0
BUTV OBJE/BUTV.md3 1.5 0.0
BUZZ ENMY/BUZZ.md3 3.0 0.0
CAMO ENMY/CAMO.md3 3.0 0.0
CBFS ENMY/CBFS.md3 4.8 0.0
CCOM ENMY/CCOM.md3 3.0 0.0
CCTV OBJE/CCTV.md3 1.5 0.0
CEMG OBJE/EMMY.md3 3.0 0.0
CHAO KAPL/KCHAO.md3 3.0 0.0
DARKCHAO KAPL/KDCHAO.md3 3.0 0.0
HEROCHAO KAPL/KHCHAO.md3 3.0 0.0
DBAN KAOB/DBAN.md3 3.0 0.0
DETN ENMY/DETN.md3 3.0 0.0
DFAK KAOB/DFAK.md3 3.0 0.0
DGSH KAOB/DGSH.md3 3.0 0.0
DRIL ENMY/DRIL.md3 3.0 0.0
DRSH KAOB/DRSH.md3 3.0 0.0
EGGB OBJE/EGGB.md3 1.5 0.0
EGGMAN KAPL/KEGG.md3 3.0 0.0
ELEM OBJE/MAGN.md3 3.0 0.0
ELTV OBJE/ELTV.md3 1.5 0.0
EMER OBJE/EMER.md3 3.0 0.0
EMMY OBJE/EMMY.md3 3.0 0.0
ESHI ENMY/ESHI.md3 7.0 0.0
ESPIO KAPL/KESPIO.md3 3.0 0.0
FAKE ENMY/FAKE.md3 3.0 0.0
FISH ENMY/FISH.md3 3.0 0.0
FITM KAOB/FAIK.md3 2.75 0.0
FLAR OBJE/SHED.md3 3.0 0.0
FLTV OBJE/FLTV.md3 1.5 0.0
FORC OBJE/MAGN.md3 3.0 0.0
FTHK OBJE/THOK.md3 3.0 0.0
FUFO OBJE/FUFO.md3 3.0 0.0
GAMMA KAPL/KGAMMA.md3 3.0 0.0
GBTV OBJE/GBTV.md3 1.5 0.0
GRTV OBJE/GRTV.md3 1.5 0.0
GSNP ENMY/GSNP.md3 3.2 0.0
ISTA KAOB/INSTA.md3 3.0 0.0
JAWZ KAOB/JAWZ.md3 3.0 0.0
JETB ENMY/JETB.md3 3.0 0.0
JETC ENMY/JETC.md3 3.0 0.0
JETG ENMY/JETG.md3 2.8 0.0
JETG ENMY/JETG.md3 3.0 0.0
JETS ENMY/JETS.md3 3.0 0.0
JJAW ENMY/JJAW.md3 1.9 0.0
