levels/meri17.mdl
images/ground2.png
images/alus.png
images/maali.png
images/groundedge2.png
images/ice.png
images/hirvio.png
images/invader.png
images/boulder.png
images/tux.png
1
0.000000 -2.000000 0.000000 3.000000
-130.000000 10.000000 0.000000 0.000000 0.000000
179.000000 16.000000 18.000000
5.1=1,-1.000000
9.2=1,1.000000
19.2=1,-1.000000
28.2=1,1.000000
36.0=1,1.000000
37.0=1,-1.000000
43.1=1,1.000000
50.2=1,1.000000
70.2=1,1.000000
80.2=1,1.000000
98.1=1,-1.000000
99.0=1,1.000000
101.0=1,1.000000
101.2=1,1.000000
102.2=1,-1.000000
103.2=1,1.000000
104.0=1,1.000000
105.2=1,1.000000
106.0=1,1.000000
107.2=1,1.000000
108.0=1,1.000000
109.1=1,-1.000000
110.2=1,1.000000
111.0=1,-1.000000
111.2=1,1.000000
114.2=1,1.000000
115.0=1,1.000000
115.2=1,-1.000000
116.0=1,1.000000
118.2=1,1.000000
119.2=1,1.000000
120.2=1,1.000000
121.2=1,1.000000
122.2=1,1.000000
123.2=1,1.000000
124.0=1,1.000000
124.2=1,1.000000
125.0=1,1.000000
126.2=1,1.000000
128.0=1,-1.000000
128.2=1,-1.000000
130.0=1,-1.000000
131.0=1,1.000000
131.2=1,1.000000
132.2=1,-1.000000
136.0=1,1.000000
136.2=1,1.000000
137.2=1,1.000000
138.0=1,-1.000000
138.2=1,1.000000
139.2=1,1.000000
140.2=1,1.000000
142.2=1,1.000000
143.1=1,1.000000
144.0=1,-1.000000
144.2=1,1.000000
145.0=1,1.000000
147.0=1,1.000000
148.0=1,-1.000000
148.2=1,-1.000000
149.2=1,1.000000
151.0=1,-1.000000
152.0=1,-1.000000
153.2=1,-1.000000
154.0=1,-1.000000
154.2=1,-1.000000
155.0=1,-1.000000
156.0=1,-1.000000
157.0=1,-1.000000
158.2=1,-1.000000
159.2=1,-1.000000
160.0=1,1.000000
161.2=1,-1.000000
162.0=1,1.000000
163.2=1,-1.000000
164.0=1,-1.000000
164.2=1,-1.000000
165.0=1,-1.000000
167.0=1,1.000000
167.2=1,-1.000000
168.2=1,1.000000
169.0=1,1.000000
169.2=1,-1.000000
170.0=1,-1.000000
170.2=1,-1.000000
171.2=1,-1.000000
172.2=1,-1.000000
173.2=1,-1.000000
174.2=1,-1.000000
175.2=1,-1.000000
176.0=1,-1.000000
176.2=1,-1.000000
179.2=1,-1.000000
180.0=1,-1.000000
182.2=1,-1.000000
183.0=1,1.000000
186.0=1,-1.000000
187.2=1,-1.000000
188.0=1,-1.000000
189.0=1,-1.000000
190.0=1,-1.000000
191.0=1,-1.000000
193.0=1,1.000000
193.2=1,-1.000000
195.2=1,-1.000000
196.0=1,-1.000000
196.2=1,-1.000000
198.2=1,-1.000000
199.0=1,-1.000000
199.2=1,-1.000000
200.0=1,-1.000000
201.2=1,-1.000000
202.0=1,1.000000
203.2=1,-1.000000
204.0=1,-1.000000
204.2=1,-1.000000
205.0=1,-1.000000
205.2=1,1.000000
207.2=1,1.000000
208.0=1,-1.000000
208.2=1,-1.000000
209.2=1,-1.000000
210.2=1,-1.000000
211.0=1,-1.000000
212.0=1,-1.000000
213.2=1,1.000000
214.0=1,-1.000000
215.0=1,-1.000000
216.0=1,-1.000000
217.2=1,-1.000000
218.0=1,-1.000000
219.0=1,1.000000
220.0=1,-1.000000
220.2=1,-1.000000
222.2=1,1.000000
223.0=1,-1.000000
223.2=1,-1.000000
226.2=1,-1.000000
228.2=1,-1.000000
229.0=1,-1.000000
230.0=1,1.000000
230.2=1,-1.000000
232.0=1,1.000000
232.2=1,-1.000000
233.0=1,1.000000
233.2=1,-1.000000
234.0=1,1.000000
234.2=1,-1.000000
235.0=1,1.000000
235.2=1,-1.000000
236.0=1,-1.000000
237.0=1,1.000000
239.2=1,-1.000000
243.2=1,1.000000
244.2=1,1.000000
245.1=1,-1.000000
245.2=1,1.000000
246.1=1,1.000000
246.2=1,-1.000000
247.0=1,1.000000
248.0=1,-1.000000
249.0=1,-1.000000
249.2=1,-1.000000
250.0=1,1.000000
251.1=1,1.000000
251.2=1,1.000000
252.0=1,-1.000000
252.2=1,1.000000
253.0=1,1.000000
254.0=1,-1.000000
254.1=1,-1.000000
255.2=1,-1.000000
257.0=1,1.000000
257.2=1,-1.000000
258.0=1,-1.000000
259.0=1,-1.000000
260.0=1,1.000000
260.2=1,-1.000000
261.0=1,-1.000000
262.2=1,-1.000000
263.0=1,-1.000000
263.2=1,1.000000
264.2=1,-1.000000
265.2=1,1.000000
266.0=1,-1.000000
267.0=1,1.000000
268.1=1,-1.000000
268.2=1,-1.000000
269.0=1,1.000000
270.1=1,-1.000000
270.2=1,-1.000000
271.0=1,1.000000
272.0=1,1.000000
273.0=1,-1.000000
274.2=1,1.000000
275.2=1,-1.000000
276.0=1,1.000000
277.2=1,-1.000000
278.0=1,1.000000
278.2=1,1.000000
279.0=1,-1.000000
279.2=1,-1.000000
280.1=1,-1.000000
281.0=1,-1.000000
282.2=1,1.000000
283.0=1,1.000000
283.2=1,-1.000000
285.0=1,1.000000
285.2=1,-1.000000
286.0=1,1.000000
286.2=1,-1.000000
287.0=1,-1.000000
287.1=1,-1.000000
enemy 0 160.0 12.0 0.0 1.5
enemy 3 -43.0 27.0 0.0 0.5
