levels/meri0.mdl
images/ground.png
images/alus.png
images/maali.png
images/groundedge.png
images/ice.png
images/hirvio.png
images/invader.png
images/boulder.png
images/tux.png
0
0.000000 0.000000 0.000000 6.000000
0.000000 5.000000 0.000000 0.000000 0.000000
178.000000 7.000000 2.000000
0.0=1,1.000000
1.2=1,-1.000000
2.0=1,-1.000000
3.2=1,1.000000
4.0=1,1.000000
5.2=1,1.000000
6.0=1,1.000000
6.2=1,-1.000000
7.1=1,-1.000000
7.2=1,-1.000000
8.1=1,1.000000
9.0=1,-1.000000
10.1=1,-1.000000
11.1=1,-1.000000
12.2=1,1.000000
13.0=1,-1.000000
14.2=1,1.000000
15.0=1,-1.000000
16.2=1,1.000000
17.1=1,1.000000
18.2=1,1.000000
19.0=1,-1.000000
