levels/meri4.mdl
images/ground.png
images/alus.png
images/maali.png
images/groundedge.png
images/ice.png
images/hirvio.png
images/invader.png
images/boulder.png
images/tux.png
0
-1.000000 -1.200000 0.000000 7.000000
-7.000000 5.000000 0.000000 0.000000 0.000000
380.000000 2.500000 2.000000
0.0=1,1.000000
0.2=1,-1.000000
1.1=1,1.000000
2.2=1,1.000000
3.1=1,1.000000
4.2=1,1.000000
5.1=1,1.000000
6.0=1,-1.000000
7.2=1,1.000000
8.0=1,-1.000000
9.2=1,1.000000
10.0=1,-1.000000
11.2=1,1.000000
12.0=1,-1.000000
13.2=1,1.000000
14.0=1,-1.000000
15.0=1,-1.000000
16.0=1,-1.000000
17.0=1,-1.000000
18.0=1,-1.000000
19.0=1,-1.000000
19.2=1,1.000000
20.2=1,-1.000000
21.2=1,-1.000000
22.2=1,-1.000000
23.2=1,-1.000000
24.2=1,-1.000000
enemy 0 100.0 0.0 0.0 1.0
enemy 0 135.0 0.0 0.0 1.0
enemy 0 170.0 0.0 0.0 1.0
