levels/meri8.mdl
images/ground.png
images/alus.png
images/maali.png
images/groundedge.png
images/ice.png
images/hirvio.png
images/invader.png
images/boulder.png
images/tux.png
3
0.000000 -1.000000 0.000000 4.000000
0.000000 5.000000 0.000000 0.000000 0.000000
286.000000 10.000000 2.000000
0.0=1,-1.000000
0.2=1,1.000000
1.0=1,-1.000000
1.2=1,1.000000
2.0=1,-1.000000
2.2=1,1.000000
3.0=1,-1.000000
3.2=1,1.000000
4.0=1,-1.000000
4.2=2,1.000000
5.0=2,1.000000
5.2=2,-1.000000
6.0=2,1.000000
6.2=2,-1.000000
7.0=2,1.000000
7.2=2,-1.000000
8.0=2,-1.000000
8.2=2,1.000000
9.0=1,-1.000000
10.2=2,-1.000000
11.2=2,1.000000
12.0=1,-1.000000
13.2=2,1.000000
15.1=1,1.000000
17.1=1,1.000000
20.0=2,-1.000000
21.2=1,1.000000
23.2=1,1.000000
25.2=1,1.000000
28.0=1,-1.000000
29.0=1,-1.000000
30.2=1,1.000000
31.1=1,1.000000
32.2=1,1.000000
33.1=1,1.000000
33.2=1,-1.000000
enemy 0 165.0 2500.0 -0.5 1.3
enemy 0 180.0 2500.0 0.5 1.3
