levels/meri2.mdl
images/ground.png
images/alus.png
images/maali.png
images/groundedge.png
images/ice.png
images/hirvio.png
images/invader.png
images/boulder.png
images/tux.png
0
0.000000 -0.100000 0.000000 7.000000
0.000000 5.000000 0.000000 0.000000 0.000000
93.000000 7.000000 2.000000
0.0=1,-1.000000
0.2=1,1.000000
1.2=1,1.000000
2.2=1,1.000000
3.0=1,-1.000000
4.0=1,-1.000000
5.2=1,1.000000
6.2=1,1.000000
7.0=1,-1.000000
8.2=1,1.000000
9.0=1,-1.000000
10.2=1,1.000000
11.0=1,-1.000000
12.2=1,1.000000
13.1=1,1.000000
14.2=1,1.000000
15.0=1,-1.000000
15.2=1,-1.000000
16.0=1,1.000000
17.0=1,1.000000
