levels/meri15.mdl
images/ground.png
images/maali.png
images/alus.png
images/groundedge.png
images/ice.png
images/hirvio.png
images/invader.png
images/boulder.png
images/tux.png
2
0.000000 0.000000 0.000000 4.000000
0.000000 20.000000 0.000000 0.000000 0.000000
556.000000 38.000000 2.000000
0.1=2,1.000000
2.2=1,-1.000000
3.0=2,-1.000000
4.0=2,-1.000000
6.0=2,-1.000000
7.0=2,-1.000000
8.0=2,-1.000000
9.0=2,-1.000000
10.0=2,-1.000000
12.0=2,-1.000000
12.2=2,-1.000000
14.0=2,-1.000000
15.0=2,-1.000000
15.2=2,-1.000000
16.2=2,-1.000000
18.0=2,-1.000000
18.2=1,-1.000000
19.0=2,-1.000000
22.1=1,-1.000000
22.2=1,-1.000000
23.0=1,-1.000000
24.2=1,-1.000000
26.1=2,1.000000
26.2=1,-1.000000
enemy 1 30.0 10.0 30.0 80.0
