levels/meri16.mdl
images/ground2.png
images/alus.png
images/maali.png
images/groundedge2.png
images/ice.png
images/hirvio.png
images/invader.png
images/boulder.png
images/tux.png
1
0.000000 0.000000 0.000000 8.000000
-130.000000 13.000000 0.000000 0.000000 0.000000
1028.000000 20.000000 2.000000
0.2=2,-1.000000
1.0=1,-1.000000
2.0=1,-1.000000
3.0=1,-1.000000
3.2=1,-1.000000
5.0=1,-1.000000
7.0=1,-1.000000
8.0=1,-1.000000
8.2=1,1.000000
10.0=1,1.000000
12.0=1,1.000000
13.0=1,1.000000
13.2=1,1.000000
14.2=1,1.000000
16.0=1,1.000000
18.0=1,1.000000
18.2=1,1.000000
19.2=1,1.000000
21.0=1,1.000000
23.0=1,1.000000
23.2=1,-1.000000
25.0=1,-1.000000
26.0=1,-1.000000
27.0=1,-1.000000
29.0=1,-1.000000
30.0=1,-1.000000
32.0=1,1.000000
32.2=1,1.000000
34.0=1,1.000000
34.2=1,-1.000000
35.2=1,-1.000000
38.0=1,-1.000000
39.0=1,-1.000000
39.2=1,-1.000000
42.0=1,-1.000000
43.1=1,-1.000000
44.0=1,-1.000000
44.2=1,-1.000000
47.0=1,-1.000000
47.2=1,-1.000000
50.0=1,-1.000000
51.0=1,-1.000000
53.0=1,-1.000000
53.2=1,-1.000000
55.2=1,-1.000000
56.0=1,-1.000000
58.0=1,-1.000000
58.2=1,1.000000
59.0=1,1.000000
61.0=1,1.000000
61.2=1,-1.000000
62.0=1,-1.000000
64.2=1,-1.000000
65.0=1,-1.000000
65.2=1,-1.000000
66.2=1,-1.000000
67.0=1,1.000000
68.0=1,1.000000
68.2=1,1.000000
69.0=1,-1.000000
71.0=1,-1.000000
72.2=1,-1.000000
73.0=1,-1.000000
73.2=1,1.000000
75.0=1,-1.000000
76.2=1,-1.000000
77.0=1,1.000000
77.2=1,1.000000
78.0=1,-1.000000
80.0=1,1.000000
81.0=1,1.000000
81.2=1,-1.000000
82.0=1,1.000000
82.2=1,-1.000000
83.0=1,1.000000
83.2=1,-1.000000
84.0=1,-1.000000
84.2=1,1.000000
89.1=1,-1.000000
90.0=2,-1.000000
90.2=1,1.000000
91.0=1,-1.000000
91.2=1,1.000000
92.0=1,-1.000000
92.2=1,1.000000
93.2=1,-1.000000
94.1=1,1.000000
98.0=2,-1.000000
99.0=2,-1.000000
100.0=1,-1.000000
101.0=1,-1.000000
101.2=1,-1.000000
103.0=1,-1.000000
104.2=1,-1.000000
106.1=1,-1.000000
106.2=1,-1.000000
107.1=1,-1.000000
108.1=1,-1.000000
109.2=1,-1.000000
110.0=1,-1.000000
110.2=1,-1.000000
111.0=1,-1.000000
113.0=1,-1.000000
114.0=1,-1.000000
116.0=1,1.000000
117.0=1,1.000000
118.0=1,-1.000000
118.2=1,-1.000000
121.0=1,-1.000000
121.2=1,-1.000000
122.0=1,-1.000000
124.0=1,-1.000000
124.2=1,-1.000000
126.0=1,-1.000000
127.0=1,-1.000000
128.0=1,-1.000000
128.2=1,-1.000000
131.0=1,-1.000000
132.2=1,-1.000000
133.0=1,-1.000000
133.2=1,-1.000000
135.0=1,-1.000000
136.0=1,-1.000000
138.0=1,-1.000000
139.0=1,-1.000000
141.1=2,1.000000
142.1=2,1.000000
146.1=2,-1.000000
147.1=1,-1.000000
149.2=1,-1.000000
150.0=1,-1.000000
150.2=1,-1.000000
151.0=1,-1.000000
152.2=1,-1.000000
155.1=1,-1.000000
158.1=2,1.000000
160.2=2,-1.000000
162.2=2,-1.000000
164.2=2,-1.000000
165.2=2,-1.000000
166.1=2,1.000000
167.1=2,1.000000
168.2=2,-1.000000
169.2=2,-1.000000
170.0=2,-1.000000
171.2=2,-1.000000
172.0=2,1.000000
173.2=2,1.000000
174.0=2,1.000000
174.2=2,1.000000
176.0=2,1.000000
177.0=2,1.000000
177.2=2,-1.000000
178.0=2,1.000000
178.2=2,-1.000000
180.0=2,-1.000000
180.2=2,-1.000000
181.0=2,-1.000000
182.1=2,-1.000000
183.1=2,-1.000000
183.2=2,-1.000000
184.0=2,-1.000000
185.1=2,-1.000000
186.1=2,-1.000000
186.2=2,-1.000000
187.2=2,-1.000000
188.2=2,-1.000000
189.1=2,1.000000
190.2=2,-1.000000
191.1=2,1.000000
192.2=2,-1.000000
194.1=2,-1.000000
195.2=2,1.000000
196.2=2,1.000000
197.0=2,1.000000
198.2=2,-1.000000
199.2=2,1.000000
200.1=2,1.000000
201.1=2,1.000000
201.2=2,1.000000
202.2=2,1.000000
203.0=2,-1.000000
204.0=2,-1.000000
204.2=2,1.000000
205.2=2,-1.000000
206.2=1,-1.000000
207.0=1,-1.000000
207.2=1,-1.000000
208.0=1,-1.000000
209.2=1,-1.000000
210.0=1,1.000000
210.2=1,-1.000000
211.0=1,-1.000000
211.1=1,-1.000000
212.2=1,-1.000000
213.0=1,-1.000000
214.2=1,-1.000000
215.0=1,1.000000
215.2=1,-1.000000
216.0=1,-1.000000
218.0=1,-1.000000
219.0=1,-1.000000
219.2=1,1.000000
220.2=1,-1.000000
222.2=1,-1.000000
223.0=1,-1.000000
224.0=1,-1.000000
224.2=1,-1.000000
225.2=1,-1.000000
227.2=1,-1.000000
228.2=1,-1.000000
229.0=1,-1.000000
230.0=1,-1.000000
231.0=1,-1.000000
232.1=1,1.000000
232.2=1,-1.000000
233.2=2,-1.000000
234.1=2,1.000000
enemy 0 120.0 13.5 3.14159 1.0
enemy 1 180.0 14.5 180.0 215.0
enemy 0 225.0 0.0  0.0 1.0
enemy 0 725.0 0.0 0.0 1.0
enemy 3 -20.0 60.0 0.0 0.5
