111221111111111111111111111111110001111111111111111111111111111111111110000000000000:111000111111111111111111111110000000011111111111111111111111111111111110000000000000:111222211111001111110001111100000000000110001111100011111000011111111110000000000000:110000000110000111100000000000000000000000000011000001100000001111111110000000000000:122200000000000111100000000000000000000000000000000000000000000111111110000000000000:100000000000000111100000000000000000000000000000000000000000000111111110000000000000:100000000000000011100000000000000000000000000000000000000000000011111110000000000000:100000000000000022200000000000000000000000000000000000000000000011111110000000000000:100000000000000022200000000000000000000000000000000000000000000000001110000000000000:100000000000000022200000000000000000000000000000000000000000000000000110000000000000:110000000000000022200000000000000000001111100000000000000000000000000110000000000000:111110000000000022200000000000000000001111100000000000000011110000000110000000000000:111110000000000000000000000000001111001111000000000000000011111000001110000000000000:111111000000000000000000000000001111000111000000000000000001111000001110000000000000:111111111000000000000000001111001111000110000000000000000001111222221110000000000000:111111111000000000000000001111001111000110000000000000000000111222221110000000000000:111111110000000000000000000111000000000110000000000000000000111222221110000000000000:111111110000000000000000000110000000000110000000000000000000111000001110000000000000:111111110000000000000000000110000000000110000000000000000000111000001110000000000000:111111111000111000001110001110000000000111000111000001110001111222221110000000000000:111111111111111100011111111111000111001111111111100011111111111222221110000000000000:111111111111111111111111111111111111111111111111111111111111111222221110000000000000:111111111111111111111111111111111111111111111111111111111111111000001110000000000000:111111111111111111111111111111111111111111111111111111111111111000001110000000000000:111111111111111111111111111111111111111111111111111111111111111222221110000000000000:111111111111111111111111111111111111111111111111111111111111111222221110000000000000:111111111111111111111111111111111111111111111111111111111111111222221110000000000000:111111111111111111111111110000001111100000011111111111110001111000001110000000000000:111111111111111111111111000000000111000000000111111111000000011000001110000000000000:111111111111111111111110000000000000000000000011111110000000000000001110000000000000:111111111111111111111110000000000000000000000011111110000000000000001110000000000000:111111111111111000000000000000000000000000000000000000000000000000001110000000000000:111111111111111000000000000000000000000000000000000000000000000000001110000000000000:111111111111100000000000000000000000000000000000000000000000000000001110000000000000:111111111111100000011111000000000000000000000111100000000000000000001110000000000000:111111111111100000011111000000000000000000000111100000000000000000000100000000000000:111111111111100000011111000000000000000000000111111111000000000000000100000000000000:111111111111100000011111000000000000000000000111111111000000000000000100000000000000:111111111111100000011110000000000000000000000011111110000000000000000100000000000000:111111111111110000111110000000000000000000000011111110000000000000000100000000000000:111111111111111001111110000000000000000000000011111110000000000000000100000000000000:111111111111111001111110000011100000001110000011111110000000000000000100000000000000:111111111111111001111111000111110000011111000111111111000001111000001100000000000000:111111111111111001111111111111111111111111111111111111111111111111111100000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:000000000000000000000000000000000000000000000000000000000000000000000000000000000000:,,,,
mushroom,11.5,14.5,4,1
mushroom,20.5,14.5,4,1
diamond,16.5,9.5,,
diamond,17.5,9.5,,
diamond,18.5,9.5,,
diamond,12.5,13.5,,
diamond,13.5,13.5,,
diamond,21.5,13.5,,
diamond,22.5,13.5,,
fuzzy,33.5,11.5,1,1
node,33.5,11.5,,
node,31.5,11.5,,
node,31.5,16.5,,
node,36.5,16.5,,
node,36.5,11.5,,
fuzzy,34.5,11.5,1,1
node,34.5,11.5,,
node,36.5,11.5,,
node,36.5,16.5,,
node,31.5,16.5,,
node,31.5,11.5,,
diamond,33.5,6.5,,
diamond,34.5,7.5,,
diamond,33.5,8.5,,
diamond,34.5,9.5,,
diamond,27.5,13.5,,
diamond,28.5,13.5,,
mushroom,44.5,14.5,5,1
mushroom,52.5,14.5,5,1
diamond,49.5,9.5,,
diamond,51.5,9.5,,
diamond,50.5,9.5,,
fuzzy,50.5,11.5,1,1
node,50.5,11.5,,
node,50.5,7.5,,
fuzzy,50.5,7.5,1,1
node,50.5,7.5,,
node,50.5,3.5,,
fuzzy,50.5,15.5,1,1
node,50.5,15.5,,
node,50.5,11.5,,
player,3.5,10.5,,
diamond,39.5,7.5,,
diamond,40.5,7.5,,
diamond,45.5,13.5,,
diamond,46.5,13.5,,
diamond,47.5,13.5,,
diamond,53.5,13.5,,
diamond,54.5,13.5,,
diamond,55.5,13.5,,
diamond,64.5,10.5,,
diamond,65.5,9.5,,
diamond,66.5,10.5,,
diamond,65.5,11.5,,
mushroom,55.5,36,5,1
diamond,65.5,14.5,,
diamond,65.5,16.5,,
diamond,65.5,15.5,,
diamond,65.5,19.5,,
diamond,65.5,21.5,,
diamond,65.5,24.5,,
diamond,65.5,30.5,,
diamond,65.5,32.5,,
diamond,65.5,34.5,,
diamond,56.5,31.5,,
diamond,57.5,32.5,,
diamond,58.5,31.5,,
fuzzy,2.5,3.5,1,1
node,2.5,3.5,,
node,8.5,3.5,,
fuzzy,3.5,1.5,1,1
node,3.5,1.5,,
node,5.5,1.5,,
crop_bottomright,69.5,43.5,,
fuzzy,24.5,19.5,1,1
fuzzy,25.5,19.5,1,1
fuzzy,26.5,18.5,1,1
fuzzy,26.5,18.5,1,1
fuzzy,29.5,19.5,1,1
fuzzy,30.5,20.5,1,1
fuzzy,32.5,20.5,1,1
fuzzy,35.5,20.5,1,1
fuzzy,36.5,20.5,1,1
fuzzy,37.5,20.5,1,1
fuzzy,38.5,19.5,1,1
fuzzy,31.5,20.5,1,1
fuzzy,46.5,18.5,1,1
fuzzy,47.5,18.5,1,1
fuzzy,48.5,19.5,1,1
fuzzy,49.5,20.5,1,1
fuzzy,50.5,20.5,1,1
fuzzy,51.5,20.5,1,1
fuzzy,52.5,19.5,1,1
fuzzy,53.5,18.5,1,1
fuzzy,54.5,18.5,1,1
fuzzy,55.5,18.5,1,1
fuzzy,55.5,18.5,1,1
fuzzy,33.5,19.5,1,1
fuzzy,34.5,19.5,1,1
fuzzy,56.5,19.5,1,1
fuzzy,57.5,19.5,1,1
fuzzy,58.5,19.5,1,1
fuzzy,59.5,18.5,1,1
fuzzy,41.5,18.5,1,1
fuzzy,42.5,19.5,1,1
fuzzy,43.5,19.5,1,1
fuzzy,43.5,19.5,1,1
fuzzy,44.5,19.5,1,1
fuzzy,45.5,18.5,1,1
fuzzy,16.5,20.5,1,1
fuzzy,17.5,20.5,1,1
fuzzy,18.5,20.5,1,1
fuzzy,19.5,19.5,1,1
fuzzy,20.5,18.5,1,1
fuzzy,23.5,19.5,1,1
fuzzy,21.5,18.5,1,1
fuzzy,22.5,18.5,1,1
diamond,41.5,7.5,,
mushroom,63.5,38.5,5,1
fuzzy,60.5,41.5,1,1
fuzzy,61.5,41.5,1,1
fuzzy,63.5,42.5,1,1
fuzzy,65.5,42.5,1,1
fuzzy,66.5,42.5,1,1
fuzzy,67.5,42.5,1,1
fuzzy,65.5,42.5,1,1
fuzzy,68.5,41.5,1,1
fuzzy,64.5,42.5,1,1
fuzzy,62.5,41.5,1,1
mushroom,37.5,35.5,6,1
diamond,50.5,35.5,,
diamond,51.5,35.5,,
diamond,47.5,33.5,,
diamond,46.5,33.5,,
diamond,35.5,30.5,,
flag,65.5,37.5,,
fuzzy,61.5,33.5,1,1
node,61.5,33.5,,
node,61.5,39,,
mushroom,33.5,39.5,3,1
diamond,33.5,30.5,,
mushroom,26.5,35.5,6,1
scarab,34.5,38.5,,
exit,15.5,42.5,,
fuzzy,13.5,36.5,1,1
node,13.5,36.5,,
node,18.5,36.5,,
fuzzy,18.5,36.5,1,1
node,18.5,36.5,,
node,13.5,36.5,,
diamond,20.5,33.5,,
diamond,21.5,33.5,,
diamond,22.5,33.5,,
fuzzy,23.5,41.5,1,1
fuzzy,24.5,42.5,1,1
fuzzy,25.5,42.5,1,1
fuzzy,26.5,42.5,1,1
